Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,1212,72.0,0.343,0.054,0.021,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.2i 16v,MTA5,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,1232,72.0,0.439,0.047,0.036,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.2i 16v with wide ratio gearbox,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,1255,71.0,0.357,0.057,0.014,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.2i 16v with close ratio gearbox,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.412,0.056,0.013,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.263,0.043,0.025,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.4i 16v,A4,1364,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,154,1405,71.0,0.712,0.065,0.024,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.6i 16v Turbo 150ps,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,1707,74.0,0.364,0.071,0.017,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.6i 16v Turbo 192ps,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,190,1707,75.0,0.364,0.071,0.017,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2009 ,1.6i 16v 192ps VXR,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,190,1707,75.0,0.364,0.071,0.017,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,1212,72.0,0.343,0.054,0.021,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.2i 16v SXI,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.412,0.056,0.013,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.263,0.043,0.025,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.6i 16v Turbo 150ps,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,1707,74.0,0.364,0.071,0.017,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.6i 16v Turbo 192ps,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,190,1707,75.0,0.364,0.071,0.017,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.2i 16v,MTA5,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,1232,72.0,0.439,0.047,0.036,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.2i 16v excluding SXI,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,1255,71.0,0.357,0.057,0.014,,,
VAUXHALL,Corsa 3 Door Hatchback Model Year 2010,1.4i 16v,A4,1364,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,154,1405,71.0,0.712,0.065,0.024,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,1212,72.0,0.343,0.054,0.021,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.2i 16v,MTA5,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,1232,72.0,0.439,0.047,0.036,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.2i 16v with wide ratio gearbox,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,1255,71.0,0.357,0.057,0.014,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.2i 16v with close ratio gearbox,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.412,0.056,0.013,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.263,0.043,0.025,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2009 ,1.4i 16v,A4,1364,Petrol,8.6,5.4,6.6,32.8,52.3,42.8,158,1428,71.0,0.712,0.065,0.024,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.0i 12v,M5,998,Petrol,7.3,4.6,5.6,38.7,61.4,50.4,134,1212,72.0,0.343,0.054,0.021,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.2i 16v,MTA5,1229,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,137,1232,72.0,0.439,0.047,0.036,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.2i 16v Excluding SXI,M5,1229,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,139,1255,71.0,0.357,0.057,0.014,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.2i 16v SXI,M5,1229,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.412,0.056,0.013,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.4i 16v,M5,1364,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,1320,72.0,0.263,0.043,0.025,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.4i 16v,A4,1364,Petrol,8.6,5.4,6.6,32.8,52.3,42.8,158,1428,71.0,0.712,0.065,0.024,,,
VAUXHALL,Corsa 5 Door Hatchback Model Year 2010,1.6i 16v Turbo 150ps,M6,1598,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,189,1707,74.0,0.364,0.071,0.017,,,
VAUXHALL,Meriva Model Year 2009,1.4i 16v Twinport,M5,1364,Petrol,8.1,5.1,6.2,34.9,55.4,45.6,148,1340,72.0,0.278,0.041,0.018,,,
VAUXHALL,Meriva Model Year 2009,1.6i 16v Twinport 105ps,M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1448,71.0,0.310,0.036,0.033,,,
VAUXHALL,Meriva Model Year 2009,1.6i 16v Twinport 105ps,MTA5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1448,69.0,0.533,0.075,0.034,,,
VAUXHALL,Meriva Model Year 2009,1.6i 16v Twinport 180ps,M6,1598,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,187,1688,74.0,0.488,0.064,0.022,,,
VAUXHALL,Meriva Model Year 2009,1.8i 16v,M5,1796,Petrol,10.3,5.6,7.3,27.4,50.4,38.7,174,1579,72.0,0.295,0.015,0.024,,,
VAUXHALL,Meriva Model Year 2009,1.8i 16v,MTA5,1796,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,174,1579,72.0,0.474,0.017,0.016,,,
VAUXHALL,Meriva Model Year 2010,1.4i 16v,M5,1364,Petrol,8.1,5.1,6.2,34.9,55.4,45.6,148,1340,72.0,0.278,0.041,0.018,,,
VAUXHALL,Meriva Model Year 2010,1.6i 16v,M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1448,71.0,0.310,0.036,0.033,,,
VAUXHALL,Meriva Model Year 2010,1.6i 16v,MTA5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1448,69.0,0.533,0.075,0.034,,,
VAUXHALL,Meriva Model Year 2010,1.6i 16v Turbo 180ps,M6,1598,Petrol,10.4,6.3,7.8,27.2,44.8,36.2,187,1688,74.0,0.488,0.064,0.022,,,
VAUXHALL,Meriva Model Year 2010,1.8i 16v,M5,1796,Petrol,10.3,5.6,7.3,27.4,50.4,38.7,174,1579,72.0,0.295,0.015,0.024,,,
VAUXHALL,Meriva Model Year 2010,1.8i 16v,MTA5,1796,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,174,1579,72.0,0.474,0.017,0.016,,,
VAUXHALL,Tigra Model Year 2009,1.4i 16v,M5,1364,Petrol,8.1,5.0,6.1,34.9,56.5,46.3,146,1320,71.0,0.299,0.054,0.037,,,
VAUXHALL,Tigra Model Year 2009,1.4i 16v,MTA5,1364,Petrol,8.0,4.9,6.0,35.3,57.6,47.1,144,1297,71.0,0.288,0.048,0.031,,,
VAUXHALL,Tigra Model Year 2009,1.8i 16v,M5,1786,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,179,1621,73.0,0.298,0.017,0.035,,,
VAUXHALL,Zafira Model Year 2009,2.0i 16v Turbo 200ps,M6,1998,Petrol,13.3,7.3,9.5,21.2,38.7,29.7,228,2057,74.0,0.320,0.064,0.014,,,
VAUXHALL,Zafira Model Year 2010,1.6i VVT 16v,M5,1598,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,159,1448,72.0,0.634,0.071,0.037,,,
VAUXHALL,Zafira Model Year 2010,1.8i 16v VVT,M5,1796,Petrol,9.9,6.0,7.4,28.5,47.1,38.2,177,1599,73.0,0.355,0.065,0.057,,,
VAUXHALL,Zafira Model Year 2010,1.8i 16v VVT,MTA5,1796,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,1559,74.0,0.567,0.086,0.039,,,
VAUXHALL,Zafira Model Year 2010,2.0i 16vTurbo 240ps VXR,M6,1998,Petrol,13.4,7.4,9.6,21.1,38.2,29.4,230,2078,75.0,0.858,0.080,0.023,,,
VAUXHALL,Zafira Model Year 2010,2.2i 16v Direct,M5,2198,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,197,1776,74.0,0.594,0.065,0.022,,,
VAUXHALL,Zafira Model Year 2010,2.2i 16v Direct,A4,2198,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,204,1840,74.0,0.619,0.063,0.014,,,
VOLKSWAGEN,Polo,1.4 TDI (70ps),M5,1422,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,982,72.0,0.135,,0.197,0.209,0.021,
VOLKSWAGEN,Polo,1.4 TDI (80ps),M5,1422,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,119,982,71.0,0.144,,0.177,0.186,0.018,
VOLKSWAGEN,Polo,1.4 TDI (80ps) BlueMotion with DPF ,M5,1422,Diesel,4.9,3.2,3.8,57.6,88.3,74.3,99,830,72.0,0.237,,0.227,0.257,0.000,
VOLKSWAGEN,Golf,1.9 TDI (105ps) BlueMotion with DPF,M5,1896,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,71.0,0.250,,0.179,0.213,0.001,
VOLKSWAGEN,Golf,1.9 TDI (105ps) 5 speed,M5,1896,Diesel,6.5,4.3,5.0,43.5,65.7,56.5,132,1091,73.0,0.047,,0.191,0.203,0.019,
VOLKSWAGEN,Golf,1.9 TDI (105ps) 6 speed,M6,1896,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,143,1179,71.0,0.100,,0.187,0.201,0.017,
VOLKSWAGEN,Golf,1.9 TDI (105ps) DSG,D6,1896,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,153,1266,69.0,0.093,,0.237,0.250,0.017,
VOLKSWAGEN,Golf,2.0 SDI (75ps),M5,1968,Diesel,6.8,4.7,5.4,41.5,60.1,52.3,143,1179,73.0,0.151,,0.215,0.237,0.020,
VOLKSWAGEN,Golf,2.0 TDI (140ps) GT Sport,M6,1968,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,72.0,0.103,,0.239,0.261,0.016,
VOLKSWAGEN,Golf,2.0 TDI (140ps) DSG GT Sport,D6,1968,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,159,1309,72.0,0.084,,0.197,0.224,0.018,
VOLKSWAGEN,Golf,2.0 TDI (170ps) GT Sport with DPF,M6,1968,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,156,1287,73.0,0.033,,0.209,0.222,0.002,
VOLKSWAGEN,Golf,2.0 TDI (170ps) DSG GT Sport with DPF,D6,1968,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1398,71.0,0.074,,0.206,0.224,0.001,
VOLKSWAGEN,Golf Plus,1.9 TDI (90ps) Luna,M5,1896,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,144,1199,73.0,0.177,,0.211,0.247,0.016,
VOLKSWAGEN,Golf Plus,1.9 TDI (105ps) BlueMotion with DPF,M5,1896,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,127,1047,72.0,0.237,,0.188,0.223,0.001,
VOLKSWAGEN,Golf Plus,1.9 TDI (105ps),M5,1896,Diesel,6.9,4.6,5.4,40.9,61.4,52.3,146,1179,72.0,0.194,,0.215,0.252,0.017,
VOLKSWAGEN,Golf Plus,1.9 TDI (105ps) with DPF,M5,1896,Diesel,7.1,4.8,5.6,39.8,58.9,50.4,148,1223,72.0,0.081,,0.174,0.194,0.001,
VOLKSWAGEN,Golf Plus,1.9 TDI (105ps) DSG,D6,1896,Diesel,7.7,5.1,6.0,36.7,55.4,47.1,159,1309,71.0,0.100,,0.242,0.263,0.020,
VOLKSWAGEN,Golf Plus,1.9 TDI (105ps) DSG with DPF,D6,1896,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,164,1352,71.0,0.098,,0.184,0.206,0.001,
VOLKSWAGEN,Golf Plus,1.9 TDI (105ps) DSG 7 speed with DPF,D7,1896,Diesel,6.7,4.9,5.5,42.2,57.6,51.4,144,1199,71.0,0.086,,0.175,0.204,0.000,
VOLKSWAGEN,Golf Plus,2.0 TDI (140ps) Sport with DPF,M6,1968,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,156,1287,73.0,0.062,,0.165,0.187,0.001,
VOLKSWAGEN,Golf Plus,2.0 TDI (140ps) DSG Sport with DPF,D6,1968,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,174,1440,69.0,0.039,,0.234,0.248,0.000,
VOLKSWAGEN,Golf Estate,1.9 TDI (105ps),M5,1896,Diesel,6.6,4.5,5.2,42.8,62.8,54.3,137,1135,73.0,0.047,,0.191,0.203,0.019,
VOLKSWAGEN,Golf Estate,1.9 TDI (105ps) with DPF,M5,1968,Diesel,6.7,4.4,5.2,42.2,64.2,54.3,137,1135,72.0,0.034,,0.179,0.191,0.002,
VOLKSWAGEN,Golf Estate,1.9 TDI (105ps) BlueMotion with DPF,M5,1896,Diesel,5.9,3.9,4.6,47.9,72.4,61.4,122,1004,72.0,0.224,,0.179,0.211,0.001,
VOLKSWAGEN,Golf Estate,1.9 TDI (105ps) DSG 7 speed with DPF,D7,1896,Diesel,6.5,4.7,5.3,43.5,60.1,53.3,139,1157,72.0,0.227,,0.182,0.218,0.000,
VOLKSWAGEN,Golf Estate,2.0 TDI (140ps),M6,1968,Diesel,7.1,4.8,5.6,39.8,58.9,50.4,148,1223,72.0,0.084,,0.197,0.224,0.018,
VOLKSWAGEN,Golf Estate,2.0 TDI CR (140ps) with DPF,M6,1968,Diesel,7.1,4.5,5.5,39.8,62.8,51.4,143,1199,73.0,0.254,,0.167,0.219,0.001,
VOLKSWAGEN,Golf Estate,2.0 TDI CR (140ps) DSG with DPF,D6,1968,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,69.0,0.127,,0.167,0.182,0.001,
VOLKSWAGEN,Beetle,1.9 TDI (105ps),M5,1896,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,143,1179,71.0,0.120,,0.206,0.224,0.021,
VOLKSWAGEN,Beetle Cabriolet,1.9 TDI (105ps),M5,1896,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1199,71.0,0.120,,0.206,0.224,0.021,
VOLKSWAGEN,Jetta,1.6 TDI (105ps),M5,1598,Diesel,5.8,4.1,4.7,48.7,68.9,60.1,122,1026,71.0,0.204,,0.139,0.166,0.001,
VOLKSWAGEN,Jetta,1.6 TDI (105ps) 7speed DSG,D7,1598,Diesel,5.7,4.3,4.8,49.6,65.7,58.9,125,1047,71.0,0.171,,0.115,0.134,0.001,
VOLKSWAGEN,Jetta,1.9 TDI (105ps),M5,1896,Diesel,6.6,4.5,5.2,42.8,62.8,54.3,137,1135,73.0,0.047,,0.191,0.203,0.019,
VOLKSWAGEN,Jetta,1.9 TDI (105ps) with DPF,M5,1968,Diesel,6.7,4.4,5.2,42.2,64.2,54.3,137,1135,72.0,0.034,,0.179,0.191,0.002,
VOLKSWAGEN,Jetta,1.9 TDI (105ps) BlueMotion with DPF,M5,1896,Diesel,5.9,3.9,4.6,47.9,72.4,61.4,122,1004,72.0,0.224,,0.179,0.211,0.001,
VOLKSWAGEN,Jetta,1.9 TDI (105ps) DSG,D6,1896,Diesel,7.6,5.0,5.9,37.2,56.5,47.9,156,1287,72.0,0.093,,0.237,0.250,0.017,
VOLKSWAGEN,Jetta,1.9 TDI (105ps) DSG 7 speed with DPF,D7,1896,Diesel,6.5,4.7,5.3,43.5,60.1,53.3,139,1157,72.0,0.227,,0.182,0.218,0.000,
VOLKSWAGEN,Jetta,2.0 CR TDI (140ps),M6,1968,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,135,1113,73.0,0.254,,0.167,0.219,0.001,
VOLKSWAGEN,Jetta,2.0 TDI CR (140ps) with DPF,M6,1968,Diesel,7.1,4.5,5.5,39.8,62.8,51.4,143,1199,73.0,0.254,,0.167,0.219,0.001,
VOLKSWAGEN,Jetta,2.0 TDI (140ps),M6,1968,Diesel,7.1,4.8,5.6,39.8,58.9,50.4,148,1223,74.0,0.103,,0.239,0.261,0.016,
VOLKSWAGEN,Jetta,2.0 TDI (140ps) DSG,D6,1968,Diesel,8.0,5.0,6.1,35.3,56.5,46.3,160,1331,72.0,0.084,,0.197,0.224,0.018,
VOLKSWAGEN,Jetta,2.0 CR TDI (140ps) DSG,D6,1968,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,69.0,0.127,,0.162,0.182,0.001,
VOLKSWAGEN,Jetta,2.0 TDI CR (140ps) DSG with DPF ,D6,1968,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,154,1266,69.0,0.127,,0.162,0.182,0.001,
VOLKSWAGEN,Jetta,2.0 TDI CR (170ps) with DPF,M6,1968,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,143,1179,73.0,0.129,,0.129,0.160,0.001,
VOLKSWAGEN,Passat Saloon,1.9 TDI (105ps) BlueMotion with DPF ,M5,1896,Diesel,6.7,4.2,5.1,42.2,67.3,55.4,136,1113,71.0,0.086,,0.227,0.249,0.001,
VOLKSWAGEN,Passat Saloon,1.9 TDI (105ps),M5,1896,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,148,1223,72.0,0.193,,0.194,0.229,0.018,
VOLKSWAGEN,Passat Saloon,1.9 TDI (105ps) with DPF,M5,1896,Diesel,7.3,4.8,5.7,38.7,58.9,49.6,151,1243,71.0,0.099,,0.217,0.238,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps),M6,1968,Diesel,7.8,4.8,5.8,36.2,58.9,48.7,153,1266,72.0,0.140,,0.217,0.253,0.018,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) with DPF,M6,1968,Diesel,7.9,4.9,5.9,35.8,57.6,47.9,156,1287,73.0,0.070,,0.209,0.222,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) DSG,D6,1968,Diesel,8.7,5.3,6.5,32.5,53.3,43.5,172,1417,71.0,0.112,,0.209,0.242,0.021,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) DSG with DPF ,D6,1968,Diesel,8.8,5.4,6.6,32.1,52.3,42.8,175,1440,67.0,0.100,,0.187,0.222,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) 4MOTION,QM6,1968,Diesel,8.7,5.5,6.6,32.5,51.4,42.8,174,1440,73.0,0.173,,0.231,0.266,0.022,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) 4MOTION with DPF,QM6,1968,Diesel,8.7,5.7,6.7,32.5,49.6,42.2,177,1461,72.0,0.072,,0.244,0.260,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI CR (140ps) with DPF,M6,1968,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,153,1266,70.0,0.083,,0.120,0.138,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI CR (140ps) DSG with DPF,D6,1968,Diesel,8.1,5.1,6.2,34.9,55.4,45.6,163,1352,68.0,0.109,,0.125,0.140,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI CR (140ps) 4MOTION with DPF,QM6,1968,Diesel,8.4,5.3,6.4,33.6,53.3,44.1,169,1398,71.0,0.150,,0.139,0.167,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI (170ps) with DPF,M6,1968,Diesel,7.9,5.2,6.1,35.8,54.3,46.3,160,1331,74.0,0.048,,0.231,0.248,0.000,
VOLKSWAGEN,Passat Saloon,2.0 TDI (170ps) DSG with DPF,D6,1968,Diesel,8.5,5.4,6.5,33.2,52.3,43.5,172,1417,69.0,0.042,,0.196,0.211,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI CR (170ps) with DPF,M6,1986,Diesel,7.7,4.8,5.8,36.7,58.9,48.7,153,1266,73.0,0.168,,0.130,0.208,0.001,
VOLKSWAGEN,Passat Saloon,2.0 TDI CR (170ps) DSG with DPF,D6,1968,Diesel,7.8,5.1,6.1,36.2,55.4,46.3,159,1331,69.0,0.093,,0.163,0.177,0.000,
VOLKSWAGEN,Passat Estate,1.9 TDI (105ps) BlueMotion with DPF,M5,1896,Diesel,6.8,4.4,5.2,41.5,64.2,54.3,137,1135,71.0,0.086,,0.227,0.249,0.001,
VOLKSWAGEN,Passat Estate,1.9 TDI (105ps),M5,1896,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,153,1266,72.0,0.193,,0.194,0.229,0.018,
VOLKSWAGEN,Passat Estate,1.9 TDI (105ps) with DPF,M5,1896,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,156,1287,71.0,0.099,,0.217,0.238,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps),M6,1968,Diesel,7.9,4.9,5.9,35.8,57.6,47.9,156,1287,72.0,0.140,,0.217,0.253,0.018,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps) 4MOTION,QM6,1968,Diesel,8.7,5.6,6.7,32.5,50.4,42.2,177,1461,73.0,0.173,,0.231,0.266,0.022,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps) with DPF,M6,1968,Diesel,7.9,5.0,6.0,35.8,56.5,47.1,158,1309,73.0,0.070,,0.204,0.217,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps) 4MOTION with DPF,QM6,1968,Diesel,8.7,5.9,6.9,32.5,47.9,40.9,182,1507,72.0,0.072,,0.244,0.260,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps) DSG,D6,1968,Diesel,8.8,5.5,6.6,32.1,51.4,42.8,174,1440,71.0,0.112,,0.209,0.242,0.021,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps) DSG with DPF,D6,1968,Diesel,9.0,5.6,6.8,31.4,50.4,41.5,180,1485,67.0,0.100,,0.187,0.222,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI CR (140ps) with DPF,M6,1968,Diesel,7.5,5.0,5.9,37.7,56.5,47.9,156,1287,70.0,0.083,,0.120,0.138,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI CR (140ps) DSG with DPF,D6,1968,Diesel,8.2,5.2,6.3,34.4,54.3,44.8,165,1376,68.0,0.109,,0.125,0.140,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI CR (140ps) 4MOTION with DPF,QM6,1968,Diesel,8.4,5.3,6.4,33.6,53.3,44.1,169,1398,71.0,0.150,,0.139,0.167,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI (170ps) with DPF,M6,1968,Diesel,8.2,5.4,6.4,34.4,52.3,44.1,169,1398,74.0,0.048,,0.231,0.248,0.000,
VOLKSWAGEN,Passat Estate,2.0 TDI (170ps) DSG with DPF,D6,1968,Diesel,8.6,5.7,6.7,32.8,49.6,42.2,177,1461,69.0,0.042,,0.196,0.211,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI CR (170ps) with DPF ,M6,1968,Diesel,7.8,4.9,5.9,36.2,57.6,47.9,156,1287,73.0,0.168,,0.130,0.208,0.001,
VOLKSWAGEN,Passat Estate,2.0 TDI CR (170ps) DSG with DPF,D6,1968,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,163,1352,69.0,0.093,,0.163,0.177,0.000,
VOLKSWAGEN,Passat CC,2.0 TDI CR (140ps) GT with DPF ,M6,1968,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,153,1266,70.0,0.083,,0.120,0.138,0.001,
VOLKSWAGEN,Passat CC,2.0 TDI CR (140ps) DSG GT with DPF,D6,1968,Diesel,8.1,5.1,6.2,34.9,55.4,45.6,163,1352,68.0,0.109,,0.125,0.140,0.001,
VOLKSWAGEN,Tiguan,2.0 TDI CR (140ps) with DPF,M6,1968,Diesel,8.8,5.8,6.9,32.1,48.7,40.9,182,1507,76.0,0.170,,0.150,0.166,0.000,
VOLKSWAGEN,Tiguan,2.0 TDI CR (140ps) Tiptronic 4WD with DPF,QA6,1968,Diesel,9.2,5.9,7.1,30.7,47.9,39.8,167,1549,72.0,0.063,,0.131,0.148,0.001,
VOLKSWAGEN,Tiguan,2.0 TDI CR (140ps) 4WD with DPF,QM6,1968,Diesel,8.0,5.4,6.4,35.3,52.3,44.1,167,1398,75.0,0.170,,0.150,0.165,0.004,
VOLKSWAGEN,Tiguan,2.0 TDI CR (170ps) with DPF,M6,1984,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,172,1440,73.0,0.263,,0.163,0.208,0.001,
VOLKSWAGEN,Eos,2.0 TDI CR (140ps) with DPF,M6,1984,Diesel,7.4,4.8,5.8,38.2,58.9,48.7,152,1266,73.0,0.164,,0.142,0.176,0.001,
VOLKSWAGEN,Eos,2.0 TDI CR (140ps) DSG with DPF,D6,1984,Diesel,8.2,5.2,6.3,34.4,54.3,44.8,166,1376,71.0,0.086,,0.129,0.146,0.002,
VOLKSWAGEN,Eos,2.0 CR TDI (140ps),M6,1968,Diesel,7.4,4.8,5.8,38.2,58.9,48.7,152,1266,73.0,0.163,,0.141,0.176,0.007,
VOLKSWAGEN,Touran,1.9 TDI (90ps),M6,1896,Diesel,7.5,5.3,6.0,37.7,53.3,47.1,157,1309,73.0,0.116,,0.196,0.222,0.020,
VOLKSWAGEN,Touran,1.9 TDI (105ps),M6,1896,Diesel,7.4,5.2,5.9,38.2,54.3,47.9,156,1287,72.0,0.040,,0.191,0.205,0.020,
VOLKSWAGEN,Touran,1.9 TDI (105ps) with DPF,M6,1896,Diesel,7.5,5.3,6.0,37.7,53.3,47.1,157,1309,73.0,0.107,,0.209,0.233,0.001,
VOLKSWAGEN,Touran,1.9 TDI (105ps) BlueMotion with DPF,M6,1896,Diesel,7.0,4.7,5.4,40.4,60.1,52.3,144,1179,73.0,0.143,,0.225,0.247,0.001,
